,요양기관명_x,주소,병원홈페이지,전화번호,좌표(X),좌표(Y)
200,고운마음정신과의원,"경기도 부천시 원미구 길주로 137, 상록그린힐빌딩, 504호 일부 (상동)",,032-329-1151,126.757677,37.5061047
201,고운속내과의원,"경기도 하남시 위례학암로14번길 18, 서미프라자 4층 403,404,405호 (학암동)",,02-449-1119,127.1564189,37.4874441
202,고운신경과정신건강의학과의원,"충청남도 천안시 동남구 대흥로 271, (대흥동)",,041-567-4300,127.1488388,36.8123202
203,고운우리피부과의원,"경기도 하남시 미사강변대로 206, 리더스프라자 501,502호 (망월동)",,031-794-1199,127.1851668,37.5680321
204,고운피부과의원,"대구광역시 달성군 다사읍 달구벌대로 881, (다사읍)",,053-587-5600,128.4657687,35.8577981
205,고은가정의학과의원,"서울특별시 광진구 능동로13길 11, 2,3층 (화양동)",,463-3159,127.0710632,37.5426542
206,고은미래의원,"전북특별자치도 남원시 남문로 401, 2층 (왕정동)",,063-772-7512,127.3754107,35.4067805
207,고은미산부인과의원,"대구광역시 동구 신암남로 183, (신암동)",http://www.goeunmi.co.kr,053-952-7900,128.6326644,35.8853084
208,고정선정신건강의학과의원,"인천광역시 중구 참외전로 134, 3,4층 (인현동)",http://www.nparoma.com,032-777-1182,126.6317782,37.4744579
209,고정신건강의학과의원,"인천광역시 서구 가정로 363, 그린빌딩 2층 201호 (신현동)",,572-0572,126.6726929,37.5174084
210,고정인정신건강의학과의원,"서울특별시 강남구 테헤란로 313, 211~212호 (역삼동, 성아하이츠 1차)",http://www.mindinmind.co.kr,02-569-8005,127.045287,37.5038082
211,고천석정신건강의학과의원,"광주광역시 북구 필문대로 103, 2층 (풍향동)",,062-266-9555,126.9302462,35.1614933
212,고효선정신건강의학과의원,"전북특별자치도 익산시 선화로 65, 2층 (모현동1가)",,063-857-7575,126.9383589,35.9501068
213,공감과분석 정신건강의학과의원,"경기도 성남시 분당구 분당내곡로 131, 판교테크원 2층 일부호 (백현동)",,031-601-7595,127.1121495,37.3954525
214,공감과이해정신건강의학과의원,"인천광역시 연수구 신송로 160, 3층 303호 (송도동)",,032-245-7575,126.6491938,37.3980251
215,공감더하기정신건강의학과의원,"대전광역시 서구 계백로 1135, MK클리닉 404호 (가수원동)",,042-542-7503,127.3495016,36.3047704
216,공감정신건강의학과의원,"경상남도 김해시 능동로149번길 6, 남일빌딩 301호 (부곡동)",,055-325-8275,128.8076494,35.2026099
217,공감정신건강의학과의원,"경상남도 진주시 순환로 527, 7층701호, 8층802호 (평거동)",,055-748-3500,128.0614364,35.1712047
218,공감정신건강의학과의원,"부산광역시 중구 대청로 80, 7층 (대청동3가)",,051-469-0018,129.0285778,35.1027847
219,공감정신건강의학과의원,"충청북도 청주시 청원구 율봉로 141, 6층 (율량동)",,043-288-8886,127.4847229,36.6684078
220,공감정신건강의학과의원,"서울특별시 강남구 논현로 841, 제이비 미소 빌딩 4층 402호 (신사동)",,,127.027762,37.5240297
221,공감정신건강의학과의원,"서울특별시 송파구 송파대로 409, 범양빌딩 3층 (석촌동)",http://www.lpjchild.co.kr,02-412-1105,127.1082963,37.5035123
222,공감정신건강의학과의원,"전북특별자치도 전주시 덕진구 혁신로 697, 드림프라자 3층 302,303호 (반월동)",,063-213-0200,127.0743199,35.8739895
223,공감정신과의원,"인천광역시 부평구 부평대로 83, 강남타워 8층 802호 (부평동)",,032-527-5070,126.7217341,37.4989467
224,공군 제20전투비행단 항공의무대대 의원,"충청남도 서산시 해미면 신성로 330-1, (해미면)",,041-689-1780,126.5051081,36.7057722
225,공군교육사 기지병원,"경상남도 진주시 금산면 송백로 46, 46",,055-750-2603,128.1456409,35.2036255
226,공군항공우주의료원,"충청북도 청주시 상당구 남일면 단재로 635-0,",,043-290-6676,127.5273823,36.5796793
227,공룡의원,"인천광역시 옹진군 연평면 연평로137번길 47-8, 사서함202호",,032-830-3169,125.6999446,37.6620594
228,공정신건강의학과의원,"부산광역시 연제구 중앙대로 1033, 9층 일부호 (연산동)",,851-7502,129.0771446,35.1809323
229,공주노인정신건강의학과의원,"충청남도 공주시 봉정돌고개길 37, (봉정동)",http://www.gongjugh.com,041-852-5233,127.0920209,36.4391326
230,공주참병원,"충청남도 공주시 우금티로 428, 1,2,4층 (금학동)",,041-881-6100,127.1143146,36.4341309
231,과천성모정신건강의학과의원,"경기도 과천시 별양상가3로 14, e편한세상 시티 과천 207호 (별양동)",,02-2039-7555,126.9912685,37.4257851
232,곽병원,"대구광역시 중구 국채보상로 531, (수동)",http://www.kwakh.co.kr/,053-252-2401,128.5885849,35.8710213
233,곽호순병원,"대구광역시 서구 통학로 31, (내당동)",,053-572-7770,128.5639573,35.8629484
234,관악성모의원,"서울특별시 관악구 쑥고개로 51-1, (봉천동)",,02-889-5353,126.9422959,37.4797977
235,관악성모이비인후과의원,"서울특별시 관악구 관악로 186-2, (봉천동)",,02-883-7570,126.9531444,37.4816641
236,관저정신건강의학과의원,"대전광역시 서구 관저로 164, 5층 (관저동)",,042-541-7550,127.3399952,36.298735
237,광교고운꿈피부과의원,"경기도 용인시 수지구 광교중앙로 304, 401, 402호호 (상현동)",,031-217-7555,127.0695933,37.2971016
238,광교굿슬립의원,"경기도 수원시 영통구 도청로18번길 26, 힐스테이트광교중앙역 3층 338호~341호 (이의동)",,031-216-7077,127.0568585,37.2875826
239,광교서내과의원,"경기도 수원시 영통구 광교호수공원로 20, 근린생활시설동-1동 제지1층 제B1-67호 (원천동, 더샵 광교레이크시티)",,031-216-2621,127.060146,37.2710306
240,광교성모은정신건강의학과의원,"경기도 수원시 영통구 센트럴타운로 98, 403호 (이의동)",,031-8019-9997,127.0506991,37.2921257
241,광교신경과의원,"경기도 용인시 수지구 광교중앙로 294, 304호 (상현동, 엘리치안빌딩)",,031-225-3080,127.069301,37.2960904
242,광교연세정신건강의학과의원,"경기도 수원시 영통구 센트럴타운로 106, 센트럴프라자 4층 402,403호 (이의동)",,031-8004-3311,127.0501574,37.2927376
243,광교장내과의원,"경기도 용인시 수지구 광교중앙로 320, 403호 (상현동)",,031-214-7272,127.0699527,37.2983853
244,광교호수정신건강의학과의원,"경기도 수원시 영통구 광교중앙로 145, 광교엘포트아이파크 206호 (이의동)",,031-211-3832,127.0577371,37.2870278
245,광명성애병원,"경기도 광명시 디지털로 36, 광명성애병원 (철산동)",http://www.ksungae.co.kr/Index.asp,02-2680-7114,126.8713502,37.4736659
246,광명정신건강의학과의원,"경기도 광명시 오리로 957, 5층 (광명동, 누가빌딩)",,02-2688-3435,126.8567321,37.4784733
247,광장정신건강의학과의원,"대구광역시 서구 달구벌대로 1733, (내당동)",,053-565-0037,128.5547418,35.8572158
248,광주기독병원,"광주광역시 남구 양림로 37,  (양림동)",http://www.kch.or.kr,062-650-5000,126.911875,35.136665
249,광주미래병원,"광주광역시 북구 두리봉길 59, (각화동)",,062-260-2900,126.9330223,35.1808271
250,광주보훈병원,"광주광역시 광산구 첨단월봉로 99,  (산월동)",http://gwangju.bohun.or.kr,062-602-6114,126.849672,35.2079032
251,광주성형외과의원,"광주광역시 서구 상무대로 1032, 7층 (화정동)",http://www.lkmecca.com,062-383-0707,126.8748676,35.1514662
252,광주소망병원,"광주광역시 동구 천변좌로 700, (용산동)",,062-227-7775,126.9308713,35.1216609
253,광주시립정신병원,"광주광역시 광산구 삼도로 84-3, (삼거동)",,062-949-5200,126.6671025,35.1630553
254,광주연세요양병원,"광주광역시 북구 동운로 29, (동림동)",,062-520-7000,126.8598918,35.1767094
255,광주오케이OK정형외과의원,"광주광역시 북구 서암대로 107, 체크체크첵첵빌딩 1~4층 (신안동)",http://www.okhosp.com/,062-710-7000,126.8963587,35.1710493
256,광주정신건강의학과의원,"광주광역시 서구 상무대로 1071, (화정동)",,062-364-0907,126.8790957,35.1527592
257,광주제일병원,"광주광역시 남구 회재로 1299, (백운동, 광주제일병원)",,062-676-6700,126.9013501,35.1371362
258,광지의원,"서울특별시 강남구 학동로97길 15, 1층 (청담동)",,02-546-6045,127.0553016,37.5207277
259,광탄성심의원,"경기도 파주시 광탄면 등원로 526, 1동 1층",,031-943-8688,126.8453649,37.7823801
260,광화문숲정신건강의학과의원,"서울특별시 종로구 종로3길 34, 삼송빌딩 601,602,605,801호 (청진동)",,02-722-7977,126.9794965,37.571881
261,괜찮아정신건강의학과의원,"서울특별시 송파구 송파대로 201, 송파 테라타워2 B동 205호 (문정동)",,02-526-8488,127.1206324,37.4878287
262,괴산정형외과의원,"충청북도 괴산군 괴산읍 괴강로 19, (괴산읍)",,043-834-7582,127.7966267,36.8096053
263,괴정병원,"부산광역시 사하구 낙동대로 248, 4,8,9,10층 (괴정동, 우리메디칼센터)",,051-205-2611,128.9898938,35.0995551
264,구름의자의원,"서울특별시 강남구 논현로 841, (신사동, 제이비 미소빌딩, 206호 일부)",,02-1544-6378,127.027762,37.5240297
265,구름정신건강의학과의원,"경기도 용인시 처인구 금령로 86, 204호, 1103호 (김량장동)",,031-326-0381,127.2058051,37.2350825
266,구리백내과의원,"경기도 구리시 검배로 42, 2층 201호 (수택동, 구리백병원)",,031-557-6313,127.1435537,37.5975921
267,구월성모정신건강의학과의원,"인천광역시 남동구 호구포로 818, 퍼스트하임프라자 213,214,215호 (구월동)",,032-713-9199,126.719691,37.4553712
268,구월조은정형외과의원,"인천광역시 남동구 인주대로 721, 2층 (구월동)",,032-464-8881,126.7174241,37.4495362
269,구의연세정신건강의학과의원,"서울특별시 광진구 자양로 95, (자양동)",,02-2201-5757,127.0832168,37.5362295
270,구자섭정신건강의학과의원,"대구광역시 달서구 조암로 1, (월성동)",,053-637-2727,128.5296391,35.8257235
271,구정신건강의학과의원,"대전광역시 서구 계룡로 599, MG한밭빌딩 4층 403호 (탄방동)",,042-532-7009,127.3901908,36.3412676
272,국군강릉병원,"강원특별자치도 강릉시 주문진읍 동해대로 4371-34, 4371",,02-1688-9165,128.8310611,37.8687639
273,국군고양병원,"경기도 고양시 덕양구 혜음로 215, (벽제동)",,031-963-6657,126.8981741,37.7193759
274,국군구리병원,"경기도 구리시 인창2로 177, (인창동, 국군구리병원)",,031-554-0940,127.1194634,37.6101159
275,국군대구병원,"경상북도 경산시 하양읍 대경로 425-41, (하양읍)",,053-750-1777,128.7887915,35.9024751
276,국군대전병원,"대전광역시 유성구 자운로 90-0,  (자운동)",,042-878-4255,127.3495957,36.3992697
277,국군수도병원,"경기도 성남시 분당구 새마을로177번길 81, (율동)",,031-725-6075,127.1490674,37.3923789
278,국군양주병원,"경기도 양주시 은현면 화합로 1133, (은현면)",,031-857-0963,127.0415874,37.8509796
279,국군춘천병원,"강원특별자치도 춘천시 방고개길 57, (신동)",,033-244-0130,127.7328308,37.9386827
280,국군포천병원,"경기도 포천시 화현면 화동로 564, 564",,031-530-1203,127.3103582,37.9159818
281,국군함평병원,"전라남도 함평군 해보면 신해로 1027, (해보면)",,061-390-5114,126.589626,35.1845454
282,국군홍천병원,"강원특별자치도 홍천군 두촌면 아홉사리로 53, (두촌면)",,033-460-3023,127.9970272,37.8047491
283,국립공주병원,"충청남도 공주시 고분티로 623-21, (오곡동, 국립공주병원)",http://www.knmh.go.kr,041-850-5700,127.1106466,36.4018088
284,국립교통재활병원,"경기도 양평군 양평읍 중앙로 260, (양평읍)",http://www.ntrh.or.kr,031-580-5555,127.5187698,37.4895693
285,국립나주병원,"전라남도 나주시 산포면 세남로 1328-31, (산포면)",http://www.najumh.go.kr,061-330-4108,126.8257732,35.0091954
286,국립법무병원,"충청남도 공주시 반포면 반포초교길 253, (공주치료감호소)",,041-840-5400,127.2382786,36.412336
287,국립부곡병원,"경상남도 창녕군 부곡면 부곡로 145, (부곡면)",,055-536-6440,128.6120258,35.435493
288,국립암센터,"경기도 고양시 일산동구 일산로 323, (마두동)",http://www.ncc.re.kr,031-920-0114,126.7834097,37.6632301
289,국립재활원,"서울특별시 강북구 삼각산로 58, 국립재활원 (수유동)",http://www.nrc.go.kr,02-901-1700,127.0105162,37.6388781
290,국립정신건강센터,"서울특별시 광진구 용마산로 127, (중곡동, 국립정신건강센터)",,02-2204-0114,127.0856522,37.5650897
291,국립중앙의료원,"서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)",http://www.nmc.or.kr,02-2260-7114,127.005671,37.5672138
292,국립춘천병원,"강원특별자치도 춘천시 동산면 영서로 824, (동산면)",,033-260-3000,127.7664334,37.7713654
293,국민건강보험공단일산병원,"경기도 고양시 일산동구 일산로 100, (백석동,백석1동 1241외1필지 4층)",http://www.nhimc.or.kr,1577-0013,126.7930401,37.6454754
294,국민체력센터의원,"서울특별시 송파구 올림픽로 424, 국민체력센터의원 (방이동)",,02-413-5336,127.122959,37.520934
295,국제의원,"서울특별시 용산구 이태원로 211, (한남동, 한남빌딩)",,02-790-0857,126.9972705,37.5349673
296,군산숲정신건강의학과의원,"전북특별자치도 군산시 궁포3로 4, 5층 501,502호 (조촌동)",,063-443-0606,126.7417337,35.9759817
297,굿데이정신건강의학과의원,"경기도 안양시 동안구 시민대로 202, 에메랄드빌딩 401호 (호계동)",https://gooddaymind.com,031-8045-9942,126.9534525,37.3914721
298,굿마인드의원,"울산광역시 남구 중앙로 164, 2, 4층 (달동)",http://www.goodmindclinic.com/,052-269-0167,129.3141,35.5357221
299,굿모닝내과병원,"경상남도 창원시 의창구 사화로 6, (팔용동)",,055-265-2800,128.6086412,35.2572597
300,굿모닝라이프소아청소년과의원,"서울특별시 강남구 선릉로129길 22, 고영빌딩 2층 (논현동)",,02-545-5834,127.0396693,37.5161365
301,굿모닝외과의원,"경상남도 창원시 의창구 사화로 6, (팔용동)",http://www.gmgs.co.kr/,055-277-8275,128.6086412,35.2572597
302,굿모닝의원,"충청남도 공주시 계룡면 상문길 4, 1층",,041-857-5060,127.141813,36.3597676
303,굿모닝이비인후과의원,"서울특별시 성북구 길음로 11, 근린생활시설동 2층 227, 249호 (길음동, 길음역롯데캐슬트윈골드아파트)",http://www.coclean.co.kr,02-941-1175,127.0234729,37.6038013
304,굿모닝정신건강의학과의원,"충청남도 천안시 동남구 만남로 9, 더샵오피스텔 3층303호 (신부동)",,041-558-0066,127.1530166,36.8191823
